item,Item Price,date
"Grapefruit, per lb. (453.6 gm)",1.024,2009-08-01
"Grapefruit, per lb. (453.6 gm)",0.993,2009-07-01
"Grapefruit, per lb. (453.6 gm)",0.931,2009-06-01
"Grapefruit, per lb. (453.6 gm)",0.869,2009-05-01
"Grapefruit, per lb. (453.6 gm)",0.789,2009-04-01
"Grapefruit, per lb. (453.6 gm)",0.74,2009-03-01
"Grapefruit, per lb. (453.6 gm)",0.75,2009-02-01
"Grapefruit, per lb. (453.6 gm)",0.794,2009-01-01
"Grapefruit, per lb. (453.6 gm)",0.907,2008-12-01
"Grapefruit, per lb. (453.6 gm)",0.968,2008-11-01
"Grapefruit, per lb. (453.6 gm)",1.08,2008-10-01
"Grapefruit, per lb. (453.6 gm)",1.103,2008-09-01
"Grapefruit, per lb. (453.6 gm)",1.076,2008-08-01
"Grapefruit, per lb. (453.6 gm)",1.051,2008-07-01
"Grapefruit, per lb. (453.6 gm)",1.005,2008-06-01
"Grapefruit, per lb. (453.6 gm)",0.907,2008-05-01
"Grapefruit, per lb. (453.6 gm)",0.883,2008-04-01
"Grapefruit, per lb. (453.6 gm)",0.859,2008-03-01
"Grapefruit, per lb. (453.6 gm)",0.898,2008-02-01
"Grapefruit, per lb. (453.6 gm)",0.854,2008-01-01
"Grapefruit, per lb. (453.6 gm)",0.906,2007-12-01
"Grapefruit, per lb. (453.6 gm)",0.982,2007-11-01
"Grapefruit, per lb. (453.6 gm)",1.144,2007-10-01
"Grapefruit, per lb. (453.6 gm)",1.032,2007-09-01
"Grapefruit, per lb. (453.6 gm)",0.992,2007-08-01
"Grapefruit, per lb. (453.6 gm)",0.979,2007-07-01
"Grapefruit, per lb. (453.6 gm)",0.97,2007-06-01
"Grapefruit, per lb. (453.6 gm)",0.917,2007-05-01
"Grapefruit, per lb. (453.6 gm)",0.888,2007-04-01
"Grapefruit, per lb. (453.6 gm)",0.92,2007-03-01
"Grapefruit, per lb. (453.6 gm)",0.901,2007-02-01
"Grapefruit, per lb. (453.6 gm)",0.94,2007-01-01
"Grapefruit, per lb. (453.6 gm)",0.974,2006-12-01
"Grapefruit, per lb. (453.6 gm)",1.099,2006-11-01
"Grapefruit, per lb. (453.6 gm)",1.235,2006-10-01
"Grapefruit, per lb. (453.6 gm)",1.228,2006-09-01
"Grapefruit, per lb. (453.6 gm)",1.197,2006-08-01
"Grapefruit, per lb. (453.6 gm)",1.168,2006-07-01
"Grapefruit, per lb. (453.6 gm)",1.128,2006-06-01
"Grapefruit, per lb. (453.6 gm)",1.091,2006-05-01
"Grapefruit, per lb. (453.6 gm)",1.029,2006-04-01
"Grapefruit, per lb. (453.6 gm)",1.052,2006-03-01
"Grapefruit, per lb. (453.6 gm)",1.086,2006-02-01
"Grapefruit, per lb. (453.6 gm)",1.081,2006-01-01
"Grapefruit, per lb. (453.6 gm)",1.095,2005-12-01
"Grapefruit, per lb. (453.6 gm)",1.183,2005-11-01
"Grapefruit, per lb. (453.6 gm)",1.208,2005-09-01
"Grapefruit, per lb. (453.6 gm)",1.202,2005-08-01
"Grapefruit, per lb. (453.6 gm)",1.203,2005-07-01
"Grapefruit, per lb. (453.6 gm)",1.147,2005-06-01
"Grapefruit, per lb. (453.6 gm)",1.039,2005-05-01
"Grapefruit, per lb. (453.6 gm)",0.983,2005-04-01
"Grapefruit, per lb. (453.6 gm)",0.959,2005-03-01
"Grapefruit, per lb. (453.6 gm)",0.986,2005-02-01
"Grapefruit, per lb. (453.6 gm)",0.975,2005-01-01
"Lemons, per lb. (453.6 gm)",1.959,2024-08-01
"Lemons, per lb. (453.6 gm)",1.989,2024-07-01
"Lemons, per lb. (453.6 gm)",1.977,2024-06-01
"Lemons, per lb. (453.6 gm)",1.923,2024-05-01
"Lemons, per lb. (453.6 gm)",1.982,2024-04-01
"Lemons, per lb. (453.6 gm)",2.034,2024-03-01
"Lemons, per lb. (453.6 gm)",2.036,2024-02-01
"Lemons, per lb. (453.6 gm)",2.087,2024-01-01
"Lemons, per lb. (453.6 gm)",2.066,2023-12-01
"Lemons, per lb. (453.6 gm)",2.061,2023-11-01
"Lemons, per lb. (453.6 gm)",2.026,2023-10-01
"Lemons, per lb. (453.6 gm)",2.071,2023-09-01
"Lemons, per lb. (453.6 gm)",2.076,2023-08-01
"Lemons, per lb. (453.6 gm)",2.161,2023-07-01
"Lemons, per lb. (453.6 gm)",2.226,2023-06-01
"Lemons, per lb. (453.6 gm)",2.241,2023-05-01
"Lemons, per lb. (453.6 gm)",2.19,2023-04-01
"Lemons, per lb. (453.6 gm)",2.174,2023-03-01
"Lemons, per lb. (453.6 gm)",2.157,2023-02-01
"Lemons, per lb. (453.6 gm)",2.194,2023-01-01
"Lemons, per lb. (453.6 gm)",2.085,2022-12-01
"Lemons, per lb. (453.6 gm)",2.122,2022-11-01
"Lemons, per lb. (453.6 gm)",2.09,2022-10-01
"Lemons, per lb. (453.6 gm)",2.086,2022-09-01
"Lemons, per lb. (453.6 gm)",2.032,2022-08-01
"Lemons, per lb. (453.6 gm)",2.138,2022-07-01
"Lemons, per lb. (453.6 gm)",2.192,2022-06-01
"Lemons, per lb. (453.6 gm)",2.261,2022-05-01
"Lemons, per lb. (453.6 gm)",2.225,2022-04-01
"Lemons, per lb. (453.6 gm)",2.095,2022-03-01
"Lemons, per lb. (453.6 gm)",2.078,2022-01-01
"Lemons, per lb. (453.6 gm)",2.014,2021-12-01
"Lemons, per lb. (453.6 gm)",1.983,2021-10-01
"Lemons, per lb. (453.6 gm)",1.953,2021-06-01
"Lemons, per lb. (453.6 gm)",1.981,2021-05-01
"Lemons, per lb. (453.6 gm)",1.896,2020-12-01
"Lemons, per lb. (453.6 gm)",1.959,2020-02-01
"Lemons, per lb. (453.6 gm)",1.949,2020-01-01
"Lemons, per lb. (453.6 gm)",1.995,2019-12-01
"Lemons, per lb. (453.6 gm)",2.014,2019-11-01
"Lemons, per lb. (453.6 gm)",2.062,2019-10-01
"Lemons, per lb. (453.6 gm)",2.047,2019-09-01
"Lemons, per lb. (453.6 gm)",2.03,2019-08-01
"Lemons, per lb. (453.6 gm)",2.041,2019-07-01
"Lemons, per lb. (453.6 gm)",2.066,2019-06-01
"Lemons, per lb. (453.6 gm)",2.167,2019-05-01
"Lemons, per lb. (453.6 gm)",2.221,2019-04-01
"Lemons, per lb. (453.6 gm)",2.276,2019-03-01
"Lemons, per lb. (453.6 gm)",2.27,2019-02-01
"Lemons, per lb. (453.6 gm)",2.363,2019-01-01
"Lemons, per lb. (453.6 gm)",2.39,2018-12-01
"Lemons, per lb. (453.6 gm)",2.452,2018-11-01
"Lemons, per lb. (453.6 gm)",2.557,2018-10-01
"Lemons, per lb. (453.6 gm)",2.552,2018-09-01
"Lemons, per lb. (453.6 gm)",2.463,2018-08-01
"Lemons, per lb. (453.6 gm)",2.198,2018-07-01
"Lemons, per lb. (453.6 gm)",2.115,2018-06-01
"Lemons, per lb. (453.6 gm)",2.05,2018-05-01
"Lemons, per lb. (453.6 gm)",2.046,2018-04-01
"Lemons, per lb. (453.6 gm)",2.06,2018-03-01
"Lemons, per lb. (453.6 gm)",2.06,2018-02-01
"Lemons, per lb. (453.6 gm)",2.045,2018-01-01
"Lemons, per lb. (453.6 gm)",1.989,2017-12-01
"Lemons, per lb. (453.6 gm)",1.986,2017-11-01
"Lemons, per lb. (453.6 gm)",2.064,2017-10-01
"Lemons, per lb. (453.6 gm)",2.102,2017-09-01
"Lemons, per lb. (453.6 gm)",2.138,2017-08-01
"Lemons, per lb. (453.6 gm)",2.093,2017-07-01
"Lemons, per lb. (453.6 gm)",2.022,2017-06-01
"Lemons, per lb. (453.6 gm)",1.934,2017-05-01
"Lemons, per lb. (453.6 gm)",1.933,2017-04-01
"Lemons, per lb. (453.6 gm)",1.914,2017-03-01
"Lemons, per lb. (453.6 gm)",1.97,2017-02-01
"Lemons, per lb. (453.6 gm)",1.937,2017-01-01
"Lemons, per lb. (453.6 gm)",1.985,2016-12-01
"Lemons, per lb. (453.6 gm)",1.971,2016-11-01
"Lemons, per lb. (453.6 gm)",2.019,2016-10-01
"Lemons, per lb. (453.6 gm)",2.171,2016-09-01
"Lemons, per lb. (453.6 gm)",2.161,2016-08-01
"Lemons, per lb. (453.6 gm)",2.17,2016-07-01
"Lemons, per lb. (453.6 gm)",2.115,2016-06-01
"Lemons, per lb. (453.6 gm)",2.035,2016-05-01
"Lemons, per lb. (453.6 gm)",2.027,2016-04-01
"Lemons, per lb. (453.6 gm)",1.917,2016-03-01
"Lemons, per lb. (453.6 gm)",1.922,2016-02-01
"Lemons, per lb. (453.6 gm)",1.956,2016-01-01
"Lemons, per lb. (453.6 gm)",1.978,2015-12-01
"Lemons, per lb. (453.6 gm)",2.059,2015-11-01
"Lemons, per lb. (453.6 gm)",2.164,2015-10-01
"Lemons, per lb. (453.6 gm)",2.091,2015-09-01
"Lemons, per lb. (453.6 gm)",2.088,2015-08-01
"Lemons, per lb. (453.6 gm)",2.254,2015-07-01
"Lemons, per lb. (453.6 gm)",2.127,2015-06-01
"Lemons, per lb. (453.6 gm)",1.874,2015-05-01
"Lemons, per lb. (453.6 gm)",1.75,2015-04-01
"Lemons, per lb. (453.6 gm)",1.664,2015-03-01
"Lemons, per lb. (453.6 gm)",1.868,2015-02-01
"Lemons, per lb. (453.6 gm)",1.86,2015-01-01
"Lemons, per lb. (453.6 gm)",1.966,2014-12-01
"Lemons, per lb. (453.6 gm)",2.067,2014-11-01
"Lemons, per lb. (453.6 gm)",2.327,2014-10-01
"Lemons, per lb. (453.6 gm)",2.355,2014-09-01
"Lemons, per lb. (453.6 gm)",2.327,2014-08-01
"Lemons, per lb. (453.6 gm)",2.078,2014-07-01
"Lemons, per lb. (453.6 gm)",1.867,2014-06-01
"Lemons, per lb. (453.6 gm)",1.818,2014-05-01
"Lemons, per lb. (453.6 gm)",1.743,2014-04-01
"Lemons, per lb. (453.6 gm)",1.71,2014-03-01
"Lemons, per lb. (453.6 gm)",1.667,2014-02-01
"Lemons, per lb. (453.6 gm)",1.687,2014-01-01
"Lemons, per lb. (453.6 gm)",1.632,2013-12-01
"Lemons, per lb. (453.6 gm)",1.675,2013-11-01
"Lemons, per lb. (453.6 gm)",1.728,2013-10-01
"Lemons, per lb. (453.6 gm)",1.726,2013-09-01
"Lemons, per lb. (453.6 gm)",1.714,2013-08-01
"Lemons, per lb. (453.6 gm)",1.597,2013-07-01
"Lemons, per lb. (453.6 gm)",1.553,2013-06-01
"Lemons, per lb. (453.6 gm)",1.566,2013-05-01
"Lemons, per lb. (453.6 gm)",1.416,2013-04-01
"Lemons, per lb. (453.6 gm)",1.402,2013-03-01
"Lemons, per lb. (453.6 gm)",1.415,2013-02-01
"Lemons, per lb. (453.6 gm)",1.557,2013-01-01
"Lemons, per lb. (453.6 gm)",1.534,2012-12-01
"Lemons, per lb. (453.6 gm)",1.557,2012-11-01
"Lemons, per lb. (453.6 gm)",1.604,2012-10-01
"Lemons, per lb. (453.6 gm)",1.615,2012-09-01
"Lemons, per lb. (453.6 gm)",1.678,2012-08-01
"Lemons, per lb. (453.6 gm)",1.622,2012-07-01
"Lemons, per lb. (453.6 gm)",1.626,2012-06-01
"Lemons, per lb. (453.6 gm)",1.596,2012-05-01
"Lemons, per lb. (453.6 gm)",1.517,2012-04-01
"Lemons, per lb. (453.6 gm)",1.474,2012-03-01
"Lemons, per lb. (453.6 gm)",1.485,2012-02-01
"Lemons, per lb. (453.6 gm)",1.466,2012-01-01
"Lemons, per lb. (453.6 gm)",1.536,2011-12-01
"Lemons, per lb. (453.6 gm)",1.57,2011-11-01
"Lemons, per lb. (453.6 gm)",1.598,2011-10-01
"Lemons, per lb. (453.6 gm)",1.682,2011-09-01
"Lemons, per lb. (453.6 gm)",1.626,2011-08-01
"Lemons, per lb. (453.6 gm)",1.554,2011-07-01
"Lemons, per lb. (453.6 gm)",1.465,2011-06-01
"Lemons, per lb. (453.6 gm)",1.472,2011-05-01
"Lemons, per lb. (453.6 gm)",1.544,2011-04-01
"Lemons, per lb. (453.6 gm)",1.6,2011-03-01
"Lemons, per lb. (453.6 gm)",1.67,2011-02-01
"Lemons, per lb. (453.6 gm)",1.651,2011-01-01
"Lemons, per lb. (453.6 gm)",1.601,2010-12-01
"Lemons, per lb. (453.6 gm)",1.654,2010-11-01
"Lemons, per lb. (453.6 gm)",1.757,2010-10-01
"Lemons, per lb. (453.6 gm)",1.719,2010-09-01
"Lemons, per lb. (453.6 gm)",1.664,2010-08-01
"Lemons, per lb. (453.6 gm)",1.672,2010-07-01
"Lemons, per lb. (453.6 gm)",1.597,2010-06-01
"Lemons, per lb. (453.6 gm)",1.594,2010-05-01
"Lemons, per lb. (453.6 gm)",1.58,2010-04-01
"Lemons, per lb. (453.6 gm)",1.561,2010-03-01
"Lemons, per lb. (453.6 gm)",1.586,2010-02-01
"Lemons, per lb. (453.6 gm)",1.626,2010-01-01
"Lemons, per lb. (453.6 gm)",1.6,2009-12-01
"Lemons, per lb. (453.6 gm)",1.625,2009-11-01
"Lemons, per lb. (453.6 gm)",1.634,2009-10-01
"Lemons, per lb. (453.6 gm)",1.664,2009-09-01
"Lemons, per lb. (453.6 gm)",1.584,2009-08-01
"Lemons, per lb. (453.6 gm)",1.59,2009-07-01
"Lemons, per lb. (453.6 gm)",1.445,2009-06-01
"Lemons, per lb. (453.6 gm)",1.392,2009-05-01
"Lemons, per lb. (453.6 gm)",1.39,2009-04-01
"Lemons, per lb. (453.6 gm)",1.342,2009-03-01
"Lemons, per lb. (453.6 gm)",1.433,2009-02-01
"Lemons, per lb. (453.6 gm)",1.541,2009-01-01
"Lemons, per lb. (453.6 gm)",1.616,2008-12-01
"Lemons, per lb. (453.6 gm)",1.826,2008-11-01
"Lemons, per lb. (453.6 gm)",2.095,2008-10-01
"Lemons, per lb. (453.6 gm)",2.179,2008-09-01
"Lemons, per lb. (453.6 gm)",2.184,2008-08-01
"Lemons, per lb. (453.6 gm)",2.143,2008-07-01
"Lemons, per lb. (453.6 gm)",2.157,2008-06-01
"Lemons, per lb. (453.6 gm)",2.004,2008-05-01
"Lemons, per lb. (453.6 gm)",1.968,2008-04-01
"Lemons, per lb. (453.6 gm)",1.919,2008-03-01
"Lemons, per lb. (453.6 gm)",1.951,2008-02-01
"Lemons, per lb. (453.6 gm)",2.025,2008-01-01
"Lemons, per lb. (453.6 gm)",2.048,2007-12-01
"Lemons, per lb. (453.6 gm)",2.029,2007-11-01
"Lemons, per lb. (453.6 gm)",2.015,2007-10-01
"Lemons, per lb. (453.6 gm)",1.819,2007-09-01
"Lemons, per lb. (453.6 gm)",1.796,2007-08-01
"Lemons, per lb. (453.6 gm)",1.765,2007-07-01
"Lemons, per lb. (453.6 gm)",1.766,2007-06-01
"Lemons, per lb. (453.6 gm)",1.751,2007-05-01
"Lemons, per lb. (453.6 gm)",1.791,2007-04-01
"Lemons, per lb. (453.6 gm)",1.845,2007-03-01
"Lemons, per lb. (453.6 gm)",1.948,2007-02-01
"Lemons, per lb. (453.6 gm)",1.71,2007-01-01
"Lemons, per lb. (453.6 gm)",1.662,2006-12-01
"Lemons, per lb. (453.6 gm)",1.754,2006-11-01
"Lemons, per lb. (453.6 gm)",1.775,2006-10-01
"Lemons, per lb. (453.6 gm)",1.65,2006-09-01
"Lemons, per lb. (453.6 gm)",1.54,2006-08-01
"Lemons, per lb. (453.6 gm)",1.438,2006-07-01
"Lemons, per lb. (453.6 gm)",1.441,2006-06-01
"Lemons, per lb. (453.6 gm)",1.451,2006-05-01
"Lemons, per lb. (453.6 gm)",1.384,2006-04-01
"Lemons, per lb. (453.6 gm)",1.419,2006-03-01
"Lemons, per lb. (453.6 gm)",1.399,2006-02-01
"Lemons, per lb. (453.6 gm)",1.435,2006-01-01
"Lemons, per lb. (453.6 gm)",1.509,2005-12-01
"Lemons, per lb. (453.6 gm)",1.459,2005-11-01
"Lemons, per lb. (453.6 gm)",1.465,2005-10-01
"Lemons, per lb. (453.6 gm)",1.485,2005-09-01
"Lemons, per lb. (453.6 gm)",1.537,2005-08-01
"Lemons, per lb. (453.6 gm)",1.481,2005-07-01
"Lemons, per lb. (453.6 gm)",1.455,2005-06-01
"Lemons, per lb. (453.6 gm)",1.405,2005-05-01
"Lemons, per lb. (453.6 gm)",1.35,2005-04-01
"Lemons, per lb. (453.6 gm)",1.307,2005-03-01
"Lemons, per lb. (453.6 gm)",1.334,2005-02-01
"Lemons, per lb. (453.6 gm)",1.143,2005-01-01
"Pears, Anjou, per lb. (453.6 gm)",1.552,2019-07-01
"Pears, Anjou, per lb. (453.6 gm)",1.614,2019-06-01
"Pears, Anjou, per lb. (453.6 gm)",1.635,2019-05-01
"Pears, Anjou, per lb. (453.6 gm)",1.601,2019-04-01
"Pears, Anjou, per lb. (453.6 gm)",1.601,2019-03-01
"Pears, Anjou, per lb. (453.6 gm)",1.586,2019-02-01
"Pears, Anjou, per lb. (453.6 gm)",1.634,2019-01-01
"Pears, Anjou, per lb. (453.6 gm)",1.57,2018-12-01
"Pears, Anjou, per lb. (453.6 gm)",1.513,2018-11-01
"Pears, Anjou, per lb. (453.6 gm)",1.662,2018-07-01
"Pears, Anjou, per lb. (453.6 gm)",1.621,2018-06-01
"Pears, Anjou, per lb. (453.6 gm)",1.568,2018-05-01
"Pears, Anjou, per lb. (453.6 gm)",1.521,2018-04-01
"Pears, Anjou, per lb. (453.6 gm)",1.558,2018-03-01
"Pears, Anjou, per lb. (453.6 gm)",1.56,2018-02-01
"Pears, Anjou, per lb. (453.6 gm)",1.641,2018-01-01
"Pears, Anjou, per lb. (453.6 gm)",1.545,2017-12-01
"Pears, Anjou, per lb. (453.6 gm)",1.614,2017-11-01
"Pears, Anjou, per lb. (453.6 gm)",1.653,2017-08-01
"Pears, Anjou, per lb. (453.6 gm)",1.629,2017-07-01
"Pears, Anjou, per lb. (453.6 gm)",1.639,2017-06-01
"Pears, Anjou, per lb. (453.6 gm)",1.597,2017-05-01
"Pears, Anjou, per lb. (453.6 gm)",1.602,2017-04-01
"Pears, Anjou, per lb. (453.6 gm)",1.599,2017-03-01
"Pears, Anjou, per lb. (453.6 gm)",1.57,2017-02-01
"Pears, Anjou, per lb. (453.6 gm)",1.577,2017-01-01
"Pears, Anjou, per lb. (453.6 gm)",1.628,2016-12-01
"Pears, Anjou, per lb. (453.6 gm)",1.726,2016-11-01
"Pears, Anjou, per lb. (453.6 gm)",1.682,2016-10-01
"Pears, Anjou, per lb. (453.6 gm)",1.684,2016-07-01
"Pears, Anjou, per lb. (453.6 gm)",1.65,2016-06-01
"Pears, Anjou, per lb. (453.6 gm)",1.187,2012-04-01
"Pears, Anjou, per lb. (453.6 gm)",1.223,2012-03-01
"Pears, Anjou, per lb. (453.6 gm)",1.284,2012-02-01
"Pears, Anjou, per lb. (453.6 gm)",1.316,2012-01-01
"Pears, Anjou, per lb. (453.6 gm)",1.332,2011-12-01
"Pears, Anjou, per lb. (453.6 gm)",1.381,2011-11-01
"Pears, Anjou, per lb. (453.6 gm)",1.389,2011-07-01
"Pears, Anjou, per lb. (453.6 gm)",1.389,2011-06-01
"Pears, Anjou, per lb. (453.6 gm)",1.503,2011-05-01
"Pears, Anjou, per lb. (453.6 gm)",1.478,2011-04-01
"Pears, Anjou, per lb. (453.6 gm)",1.421,2011-03-01
"Pears, Anjou, per lb. (453.6 gm)",1.37,2011-02-01
"Pears, Anjou, per lb. (453.6 gm)",1.417,2011-01-01
"Pears, Anjou, per lb. (453.6 gm)",1.418,2010-12-01
"Pears, Anjou, per lb. (453.6 gm)",1.361,2010-11-01
"Pears, Anjou, per lb. (453.6 gm)",1.304,2010-07-01
"Pears, Anjou, per lb. (453.6 gm)",1.325,2010-06-01
"Pears, Anjou, per lb. (453.6 gm)",1.267,2010-05-01
"Pears, Anjou, per lb. (453.6 gm)",1.193,2010-04-01
"Pears, Anjou, per lb. (453.6 gm)",1.225,2010-03-01
"Pears, Anjou, per lb. (453.6 gm)",1.226,2010-02-01
"Pears, Anjou, per lb. (453.6 gm)",1.264,2010-01-01
"Pears, Anjou, per lb. (453.6 gm)",1.277,2009-12-01
"Pears, Anjou, per lb. (453.6 gm)",1.335,2009-11-01
"Pears, Anjou, per lb. (453.6 gm)",1.385,2009-06-01
"Pears, Anjou, per lb. (453.6 gm)",1.365,2009-05-01
"Pears, Anjou, per lb. (453.6 gm)",1.292,2009-04-01
"Pears, Anjou, per lb. (453.6 gm)",1.225,2009-03-01
"Pears, Anjou, per lb. (453.6 gm)",1.297,2009-02-01
"Pears, Anjou, per lb. (453.6 gm)",1.261,2009-01-01
"Pears, Anjou, per lb. (453.6 gm)",1.373,2008-12-01
"Pears, Anjou, per lb. (453.6 gm)",1.381,2008-11-01
"Pears, Anjou, per lb. (453.6 gm)",1.384,2008-07-01
"Pears, Anjou, per lb. (453.6 gm)",1.367,2008-06-01
"Pears, Anjou, per lb. (453.6 gm)",1.282,2008-05-01
"Pears, Anjou, per lb. (453.6 gm)",1.359,2008-04-01
"Pears, Anjou, per lb. (453.6 gm)",1.319,2008-03-01
"Pears, Anjou, per lb. (453.6 gm)",1.246,2008-02-01
"Pears, Anjou, per lb. (453.6 gm)",1.272,2008-01-01
"Pears, Anjou, per lb. (453.6 gm)",1.272,2007-12-01
"Pears, Anjou, per lb. (453.6 gm)",1.246,2007-11-01
"Pears, Anjou, per lb. (453.6 gm)",1.327,2007-06-01
"Pears, Anjou, per lb. (453.6 gm)",1.339,2007-05-01
"Pears, Anjou, per lb. (453.6 gm)",1.283,2007-04-01
"Pears, Anjou, per lb. (453.6 gm)",1.245,2007-03-01
"Pears, Anjou, per lb. (453.6 gm)",1.232,2007-02-01
"Pears, Anjou, per lb. (453.6 gm)",1.24,2007-01-01
"Pears, Anjou, per lb. (453.6 gm)",1.238,2006-12-01
"Pears, Anjou, per lb. (453.6 gm)",1.224,2006-11-01
"Pears, Anjou, per lb. (453.6 gm)",1.213,2006-06-01
"Pears, Anjou, per lb. (453.6 gm)",1.163,2006-05-01
"Pears, Anjou, per lb. (453.6 gm)",1.089,2006-04-01
"Pears, Anjou, per lb. (453.6 gm)",1.052,2006-03-01
"Pears, Anjou, per lb. (453.6 gm)",1.077,2006-02-01
"Pears, Anjou, per lb. (453.6 gm)",1.009,2006-01-01
"Pears, Anjou, per lb. (453.6 gm)",0.998,2005-12-01
"Pears, Anjou, per lb. (453.6 gm)",1.171,2005-11-01
"Pears, Anjou, per lb. (453.6 gm)",1.116,2005-07-01
"Pears, Anjou, per lb. (453.6 gm)",1.057,2005-06-01
"Pears, Anjou, per lb. (453.6 gm)",1.183,2005-05-01
"Pears, Anjou, per lb. (453.6 gm)",1.156,2005-04-01
"Pears, Anjou, per lb. (453.6 gm)",1.102,2005-03-01
"Pears, Anjou, per lb. (453.6 gm)",1.101,2005-02-01
"Pears, Anjou, per lb. (453.6 gm)",1.144,2005-01-01
"Peaches, per lb. (453.6 gm)",2.088,2020-08-01
"Peaches, per lb. (453.6 gm)",2.05,2019-09-01
"Peaches, per lb. (453.6 gm)",1.943,2019-08-01
"Peaches, per lb. (453.6 gm)",2.143,2019-07-01
"Peaches, per lb. (453.6 gm)",2.134,2019-06-01
"Peaches, per lb. (453.6 gm)",2.008,2018-09-01
"Peaches, per lb. (453.6 gm)",2.06,2018-08-01
"Peaches, per lb. (453.6 gm)",2.08,2018-07-01
"Peaches, per lb. (453.6 gm)",2.167,2018-06-01
"Peaches, per lb. (453.6 gm)",1.986,2017-09-01
"Peaches, per lb. (453.6 gm)",1.952,2017-08-01
"Peaches, per lb. (453.6 gm)",2.084,2017-07-01
"Peaches, per lb. (453.6 gm)",2.058,2017-06-01
"Peaches, per lb. (453.6 gm)",1.797,2016-09-01
"Peaches, per lb. (453.6 gm)",1.712,2016-08-01
"Peaches, per lb. (453.6 gm)",1.711,2016-07-01
"Peaches, per lb. (453.6 gm)",1.908,2016-06-01
"Peaches, per lb. (453.6 gm)",1.762,2015-09-01
"Peaches, per lb. (453.6 gm)",1.701,2015-08-01
"Peaches, per lb. (453.6 gm)",1.701,2015-07-01
"Peaches, per lb. (453.6 gm)",2.069,2015-06-01
"Peaches, per lb. (453.6 gm)",1.76,2014-09-01
"Peaches, per lb. (453.6 gm)",1.799,2014-08-01
"Peaches, per lb. (453.6 gm)",1.971,2014-07-01
"Peaches, per lb. (453.6 gm)",2.238,2014-06-01
"Peaches, per lb. (453.6 gm)",1.616,2013-09-01
"Peaches, per lb. (453.6 gm)",1.551,2013-08-01
"Peaches, per lb. (453.6 gm)",1.6,2013-07-01
"Peaches, per lb. (453.6 gm)",1.928,2013-06-01
"Peaches, per lb. (453.6 gm)",1.683,2012-09-01
"Peaches, per lb. (453.6 gm)",1.599,2012-08-01
"Peaches, per lb. (453.6 gm)",1.633,2012-07-01
"Peaches, per lb. (453.6 gm)",1.87,2012-06-01
"Peaches, per lb. (453.6 gm)",1.657,2011-09-01
"Peaches, per lb. (453.6 gm)",1.569,2011-08-01
"Peaches, per lb. (453.6 gm)",1.578,2011-07-01
"Peaches, per lb. (453.6 gm)",1.767,2011-06-01
"Peaches, per lb. (453.6 gm)",1.591,2010-09-01
"Peaches, per lb. (453.6 gm)",1.562,2010-08-01
"Peaches, per lb. (453.6 gm)",1.682,2010-07-01
"Peaches, per lb. (453.6 gm)",1.949,2010-06-01
"Peaches, per lb. (453.6 gm)",1.976,2010-02-01
"Peaches, per lb. (453.6 gm)",1.57,2009-09-01
"Peaches, per lb. (453.6 gm)",1.505,2009-08-01
"Peaches, per lb. (453.6 gm)",1.652,2009-07-01
"Peaches, per lb. (453.6 gm)",1.711,2009-06-01
"Peaches, per lb. (453.6 gm)",1.719,2009-02-01
"Peaches, per lb. (453.6 gm)",1.487,2008-09-01
"Peaches, per lb. (453.6 gm)",1.476,2008-08-01
"Peaches, per lb. (453.6 gm)",1.506,2008-07-01
"Peaches, per lb. (453.6 gm)",1.707,2008-06-01
"Peaches, per lb. (453.6 gm)",1.847,2008-03-01
"Peaches, per lb. (453.6 gm)",1.825,2008-02-01
"Peaches, per lb. (453.6 gm)",1.45,2007-09-01
"Peaches, per lb. (453.6 gm)",1.303,2007-08-01
"Peaches, per lb. (453.6 gm)",1.45,2007-07-01
"Peaches, per lb. (453.6 gm)",1.714,2007-06-01
"Peaches, per lb. (453.6 gm)",1.774,2007-03-01
"Peaches, per lb. (453.6 gm)",1.685,2007-02-01
"Peaches, per lb. (453.6 gm)",1.485,2006-09-01
"Peaches, per lb. (453.6 gm)",1.326,2006-08-01
"Peaches, per lb. (453.6 gm)",1.388,2006-07-01
"Peaches, per lb. (453.6 gm)",1.609,2006-06-01
"Peaches, per lb. (453.6 gm)",2.049,2006-03-01
"Peaches, per lb. (453.6 gm)",1.963,2006-02-01
"Peaches, per lb. (453.6 gm)",1.553,2005-09-01
"Peaches, per lb. (453.6 gm)",1.454,2005-08-01
"Peaches, per lb. (453.6 gm)",1.364,2005-07-01
"Peaches, per lb. (453.6 gm)",1.601,2005-06-01
"Peaches, per lb. (453.6 gm)",1.774,2005-03-01
"Peaches, per lb. (453.6 gm)",1.757,2005-02-01
"Strawberries, dry pint, per 12 oz. (340.2 gm)",2.344,2024-08-01
"Strawberries, dry pint, per 12 oz. (340.2 gm)",2.166,2024-07-01
"Strawberries, dry pint, per 12 oz. (340.2 gm)",2.059,2024-06-01
"Strawberries, dry pint, per 12 oz. (340.2 gm)",2.259,2024-05-01
"Strawberries, dry pint, per 12 oz. (340.2 gm)",2.52,2024-04-01
"Strawberries, dry pint, per 12 oz. (340.2 gm)",2.648,2024-03-01
"Strawberries, dry pint, per 12 oz. (340.2 gm)",3.049,2024-02-01
"Strawberries, dry pint, per 12 oz. (340.2 gm)",3.658,2024-01-01
